Press [Pa],Temp [degK],Density [kg/m^3],Specific Enthalpy [J/kg]
2565270.0117260856,498.15777098738255,17.16901697335574,517528.0514347731
1142409.1266394807,515.868027589344,7.426379091921819,536889.877840313
2165464.386167207,135.44008302023752,66.92385865321253,115553.17407016325
40325.236991879974,200.0341398108314,0.6797971045943335,207329.8947844718
2912329.905232882,137.18807102318823,97.22737459071278,107230.5795516402
660778.7584969862,517.2178124726637,4.2927851965298,538479.5901309552
3845314.372702213,78.32482489746445,811.1602295766281,-117406.20055635717
2178417.4074242236,228.80059514141954,32.90620971612901,229125.94315499076
937522.918030952,210.41709976228412,15.259529146251097,214127.27420604884
433110.3310487928,453.2547344309508,3.2144359256812596,471002.88934603345
3602579.5399532607,391.68017629307246,30.663931564337563,403055.1645251386
165624.52449423732,414.1646113317197,1.3466766148987332,430200.4299182516
3917318.7221549596,270.6646055641646,49.483469938129915,270486.3185091636
2437663.4363086955,108.0014285692908,647.5727212240918,-54229.9385748114
2991030.426123902,80.10610988318535,801.2034702795746,-114421.477655189
335913.97731507546,466.53286016122223,2.4228636695551042,485039.48542205646
3589042.170632617,135.722902431043,140.7922655359174,91217.38729266648
693637.3811594893,349.20214767875234,6.686658359032505,361540.28736140433
850315.0485220442,230.54541969400373,12.55040233901094,236036.66762254367
428664.0078321714,522.2491158005947,2.7606174590668524,543894.3872051721
4096070.619625099,468.4210758858185,28.985322783779985,485050.1091298068
369694.3463889734,394.4175479399626,3.1549448939433904,409325.37214025937
1128585.9267047849,445.99318554458716,8.491349321880078,462878.9309875629
2145266.695537243,255.62556195916073,28.663673914453092,258757.57797075386
507308.73534221074,109.73098799891687,16.931517859501447,106026.28700405381
1129897.4189315827,151.51575621664307,26.870628605691,147708.8679665098
3941099.7639180436,280.6968372462815,47.79814764866898,281651.3887163527
2900472.3698986904,107.30233270120101,656.4315090012287,-56046.65856523826
3960497.994322614,256.95933486359513,53.088465862680145,254896.25238651736
806498.9031668877,465.19797093265356,5.8234003761169815,483355.6821399396
2642597.97357286,153.46231015412286,68.35906909315018,136122.5342913522
448690.06761338416,191.75991496821166,7.973221385556197,196559.50529408298
2027349.896161731,215.60887010562783,32.69082701487521,215038.10016297255
1243914.1040852398,293.8385210752108,14.299786342484035,302166.59540266247
2015704.495527044,242.1692624709903,28.544141705727,244453.63037996762
2599245.7941883015,426.56144603949076,20.346977781932292,441211.7979535225
1182177.8176837538,262.2731581965565,15.288288133248463,268763.74671476794
1852433.7092456927,502.135487283549,12.336023785236243,522030.8764326806
3794457.997614592,482.9651709574593,26.06593174315677,500792.32661280147
3178978.6631085067,368.0683723508654,28.889871124330806,378176.21227198926
3632382.135788474,467.3559779442989,25.81336551069257,484131.33111103287
1983035.6535837597,338.00833740679275,19.728967960551845,347708.45307210577
2624454.0423321356,79.64306668764692,802.3111123630125,-115612.5302064078
2222584.513794479,326.15682199189166,22.938854484135,334664.3854190047
3370462.229785951,328.8971293301482,34.43879979661999,335681.7326557893
3468801.4687830256,215.23713654916162,57.230891453149574,208415.8676891639
3072244.2816958404,180.29059586562335,63.48039189919375,168037.6441082471
2249604.327241435,103.82729866879532,674.62320848658,-64219.102497498505
434352.77572904056,125.18483933528188,12.239016033372474,124763.38882236669
3408800.826268618,394.4563451116983,28.822884876693948,406224.26668548194
2226859.7407976277,275.9099054615786,27.412877410528374,280593.1857375462
3954483.6487706094,85.86607017421045,777.8740925425378,-102092.22665251065
2564867.252667955,258.01362819491436,34.0003237698247,260130.14375186973
2378847.640880601,260.36208748116957,31.194383119734383,263248.0749676357
1500612.716816753,440.5287550896922,11.41588876329844,456844.06022409943
727516.7364827164,453.9137394150832,5.3857510112214895,471502.64577742864
2291315.1616043663,512.8891251165778,14.90986762641939,533355.3924434385
819065.0946564956,455.4988448709435,6.040243906176226,473114.56967519125
3886608.8137818454,303.8573531842759,43.205285192654294,307420.1198204103
3654902.2194897793,487.8757600177292,24.86673526196484,506114.77151850885
1484363.9173003668,506.70767323222793,9.810333727496058,527030.1685604394
2517369.4566736454,250.21980670562584,34.51044758426249,251681.20116580452
447612.3822979266,78.14261053346883,803.3888899807091,-120170.26489456177
784589.0142884012,410.7099973485888,6.421009650322413,425993.81156114634
2318738.9034082713,335.325085111115,23.249711178145706,344308.4188994216
2868882.3444617735,327.3712651512211,29.476011732321883,334865.7241257883
3573855.6542114886,259.49825129130903,47.29305392455189,258871.01250406296
2918454.7921900484,225.8375725882281,45.12001488205447,222952.38932664527
3022885.711163383,246.04846834922472,42.368692466209254,245433.47725486508
2197556.6239757217,186.13764888100542,42.354710491473874,180535.8525310314
1780922.643740023,182.1646345906093,34.806824315964505,178411.61425148335
3307844.682385432,409.40775983771573,26.931436867266314,422328.52458398987
1716590.4222374733,281.6287891092288,20.64678714146413,288034.2380971914
3832769.1224729116,493.44374448689484,25.760321218728706,512023.1688373156
155213.18143713096,202.50488926829274,2.590621351603378,209353.08668667186
3861921.9592443337,143.02382133732323,131.97349078169154,103558.53914632795
2680805.8623751365,117.51838710982838,564.9473418988208,-27952.193930922873
2595554.3801924624,141.71031204691167,77.2857934550807,119431.46953640415
1005882.3757154088,132.57224487203564,28.091485321406044,126560.04144920142
621646.5775334971,131.42703948749755,16.877675242006156,129624.94260828404
105287.352380547,295.14811545726906,1.2021757822844117,306131.88394894154
3530952.790450116,222.89311398548375,55.84170789527357,217148.70112106242
832933.0617022055,86.64504944303502,764.0257402465593,-102367.04773909897
824988.6201882923,305.0605340409947,9.120902044178374,314935.3924704085
489384.4606220319,280.88090879070785,5.880398679861695,290300.50330912165
915306.5296417441,378.9752899442136,8.120206131810976,392501.90072265384
2488637.3316302607,147.11511365228444,68.36599824104329,128768.48277279826
3754485.8070628764,386.9653798925116,32.34260890034155,397835.11707291927
2872252.4939661524,308.06859303066847,31.465243091364496,314004.01934116316
2021479.1010034524,308.03854327715595,22.14459583104152,315650.2267217273
2736048.8387394813,505.4142626569761,18.03451282230418,525224.4483059918
1887037.2881002366,154.75581094400866,45.79012668248398,144911.68469505466
3057727.0769156837,443.4554808465871,22.97054149431403,458897.34891257103
4121361.887157628,94.85067274341048,735.2503018444186,-83427.71830355497
1584587.27672735,192.5832134393628,28.838630280567173,191376.27889977556
3272648.14269294,244.6506974801306,46.24662178538471,243051.48568907345
2881606.6530845426,295.2273959557732,33.03389300698388,300042.2163750407
3773028.5983070587,436.4225746856102,28.728031570695876,450904.98307449813
4095753.101212847,481.1078181585347,28.209335926958857,498675.63659318705
389168.98430170945,207.76675991678837,6.356467189494479,213786.27407363735
677788.0564199184,266.7207286608823,8.591927108965288,274913.253708924
3258860.7738406323,436.3511124012108,24.867061337217418,451175.4061749929
2523581.5311494707,511.19043713631396,16.459886903771263,531468.7429456015
2457504.1619091076,81.2126528797063,794.8071026680543,-112543.22462516843
2953696.665435531,353.5809006472463,27.99916914325059,362920.3513658837
660244.9318559814,479.42527170713055,4.628102281659838,498459.01011189236
3177342.581365582,384.46308346442356,27.604962295885613,395753.4379400301
2597354.93488055,205.12705024651092,44.8324042544541,200542.50857924778
3187465.7528575663,337.5778562686734,31.696891699454532,345359.930842401
672704.1298517569,155.593476475099,15.094715343909089,156129.05025805123
3247908.9415384526,211.3548643750325,54.63713155053582,204807.20201000548
3337424.0077488185,231.75489737654755,50.26294252041615,228145.10812786146
1775183.1681013284,108.13867651478131,640.2757006557715,-53618.816995056615
1505727.4664630257,273.44009033066004,18.667947857496788,279799.6944416265
4035606.604223607,388.1424576102829,34.62326271796547,398817.2812209213
2830760.503070076,430.0288672840302,21.95897349825427,444731.10476003203
2972857.714690714,459.9323240268784,21.529706964097567,476536.1571576553
2430991.832061719,226.47055357351735,37.255740080021326,225557.29402029543
564113.3145586419,425.197481985464,4.461760422013218,441412.4188501899
2915804.67057291,182.10243262076148,59.11121637686421,171303.44211654353
2666452.1615899857,484.1716227713152,18.357684832883407,502555.8944962955
294079.0417447871,408.65559415702705,2.4224816938633054,424310.17034205754
1960675.9458443879,504.26383250360743,12.995631780984912,524259.775525755
101630.84965090165,530.6153904584131,0.6450514203820518,552871.309617511
448879.5154879784,463.5838057141075,3.2569014234855227,481866.16198650625
2656185.8871655785,127.80956699267875,103.79223417414498,92966.97138978932
3636445.78567237,200.4696104109629,65.92922833882051,189888.50352720325
3936265.802958674,369.3076126353349,35.571845943789675,378605.14023942867
1832576.6081884608,459.66414443636023,13.339623239527986,476899.1202971148
2814003.7246116996,413.25039208793027,22.73273823282773,426857.4481010652
3662815.475970133,226.46573854247754,56.89627768060593,220806.77272400324
2987308.169060998,136.23923908975337,102.82373155843781,104168.90281469238
3289267.2875299626,413.33624565027026,26.521652183238967,426547.01740171167
73757.16782996303,176.26539419036493,1.4133687643860646,182379.75082259355
1041923.2935097816,79.49652405514388,798.7759294027974,-116998.86090483019
689635.0935276692,345.0319009549547,6.729298994452706,357172.1482932259
1792214.369884083,191.1540175974351,33.07635865936105,188630.54116464555
2970588.102828758,111.47539169410464,626.6214585768048,-45708.466354409946
2218254.8952143844,455.9153829758716,16.256500779030592,472690.16971094155
2195638.4573599794,118.71629608555145,97.42954927614053,83011.4546609579
330751.36614624015,222.43143453523106,5.033019286656224,229469.7947597836
1661568.3673550785,154.7850543187932,39.74309959032103,146942.16193168378
1990912.9383120846,318.0142486618005,21.097638165585384,326375.6805332223
2667182.833170545,160.9363413993417,64.01593123816582,146048.18989837437
3487848.02000272,455.7046467302997,25.443699951348943,471731.37091874005
1488233.3965298736,457.2623097378011,10.904899954447759,474559.49056250765
43894.98998473576,171.60858850848194,0.8632076720553323,177710.80452026517
2673525.883878048,304.8035542879008,29.620379140505367,310863.5710138782
3673654.139943615,344.6061141277117,35.716666287635654,352234.13828626584
1113582.8563228445,198.00535551058658,19.425600505999082,199837.3202434985
3749553.2117117043,281.2736312092618,45.35792909889016,282745.53476241423
1409835.2450212063,359.46205183862224,13.181690805546086,371304.8626763159
3482902.977986488,213.23189598604415,58.15182859264907,205983.13030359626
2438694.584515446,208.37968606601618,41.18821211664318,205032.78227563537
994217.1924790762,428.3879209067594,7.793425421273666,444412.65671692527
4054383.8693643673,530.493215597986,25.309573391937818,551811.307736689
965181.306702369,90.43510989002937,745.1730990545273,-94293.75628346177
2543993.344883755,109.107229821653,640.4192978852908,-51513.889226310304
3420361.513607154,431.5382461462317,26.379305751725134,445916.60165543435
656224.1590226875,292.22356134341385,7.577706336097274,301805.1851526622
3028161.4666733653,202.20777951934747,53.642628551683195,195026.73807769542
1164675.5597937866,261.70188290496424,15.094853583177008,268205.47886554
2588931.0286675687,314.3124680502582,27.767861670056845,321291.3543961721
1407728.118337005,484.13061807654697,9.74253780682662,503076.03446137696
1845988.0165493141,468.01484630655494,13.195021320970902,485754.1138681512
999033.6232374578,461.9966278016666,7.258462067065694,479861.5131118899
2122449.3795600794,285.1119763567614,25.223925603269258,290799.4241755146
451816.33685610525,109.82083487505605,14.912614216954992,107037.36584418447
1930305.5730626413,137.69496391154854,56.27314585391805,121978.81766968426
1214434.6548562422,387.5020027030862,10.526237305231465,401128.9189195785
2471955.660751198,223.2816393724362,38.52443537669727,221810.76291131822
3543772.7737478088,444.3862830391356,26.5144054103934,459583.7956431322
925356.2406996851,468.18593597404856,6.635799932727686,486442.88169962075
3107898.292734155,245.415647385284,43.71310577532222,244448.18660305685
1843663.6312951106,99.29771551635633,700.1057982351172,-74629.78404237257
3424164.1995597584,280.26277958141,41.56310821044684,282399.13752740924
3734138.130838441,396.07138800650006,31.406886262766243,407643.7582956476
1897037.0039478294,156.27414707780508,45.434810159765476,146719.3631950088
1105169.7826071712,510.4610352461289,7.261704345854547,531153.5607790079
1164160.366710327,321.85118615848364,12.18733938284835,331974.26089369075
858033.4549099413,131.1841499801506,23.918988859181514,126634.73012214397
558357.1662974799,521.105276693192,3.601823122058943,542639.8457284217
1783722.0121090435,162.7448486294453,40.183876540270056,155572.8669853818
1931211.4867096622,521.4228532863858,12.378982831639725,542575.173030174
4092701.921383629,82.36662888439861,794.0805031190715,-109098.31066475486
2004735.9685583354,431.99917822756777,15.526541556272415,447441.4049043799
1072646.306450898,126.12609960631102,32.34491903611755,117744.81497016505
468116.38543086004,284.41629878463607,5.5535542976399785,294060.0859005444
2406440.235968601,95.85365265944347,722.5201080373616,-82031.90363991781
2609360.630432759,263.4185660124731,33.819319183046034,265945.32967283134
436767.69234860776,265.2263122784372,5.561556904611973,274023.4892081386
2145391.6352048987,286.90776729817753,25.32870379816262,292682.1380328635
2422194.7769645993,200.08741224969833,42.94400782174061,195566.00043744818
1157675.6843845213,331.03832923905725,11.776089729575379,341684.18266920064
1852445.054420429,223.3856583522042,28.632158358211406,224397.78765505803
1635632.5941252995,412.48632502912824,13.291433336464834,427080.8809629899
1310752.6558016322,366.70214473393867,12.011723507615843,379081.09355585795
4085404.7191769807,463.45550612035106,29.225306869292144,479723.5853869695
750301.0225185783,77.80465420757918,805.7195404203385,-120649.23264775667
3795109.41580485,476.5301526154417,26.426322497836075,493889.5315628095
1467035.5885092586,463.2950161375519,10.609581115344142,480960.3537944393
2241945.492699514,198.09112370608057,40.07892164949986,194177.8401122176
2179394.815640357,398.79489823640756,18.295272719828535,412060.40362700535
474566.43895259255,96.6962390831498,18.634473869668106,90675.47978378003
2435422.789565242,221.8519038214825,38.22005813954798,220346.04750363185
1358647.3392588939,291.7950606508442,15.735181050539994,299735.5226099224
3027495.0031237924,122.38258979272433,501.1651068993122,-10315.920338159156
557133.7784895573,291.3826211302276,6.450892263914472,301152.3038751262
593071.4478308907,111.42637143312669,19.71032639740767,106648.83547447383
1825374.64711985,524.8947009159376,11.628133462579171,546311.4021693671
2955891.3055284796,152.03597272191968,79.58149188760484,130891.85530191807
3240804.952167562,103.28949264546861,684.5271729436811,-65383.97764667461
3553328.5972582977,198.86429007195335,65.0073420857001,188344.03420050596
1420398.4029608017,359.7486830443688,13.269405796404502,371593.12960894854
2164539.342906107,464.1446200791708,15.582349597235856,481468.88038136094
2553213.799691031,340.76008613497277,25.1684961441329,349756.0959683242
314005.1224129599,501.7463639096021,2.1058969905753173,522210.67075329
3124171.143770485,303.94748548082487,34.71995413352902,309030.3163705054
1593147.548411089,405.23275233149667,13.182612757482932,419451.14715781563
3661009.164629542,529.0699602336207,22.955131076102415,550356.6543354302
2166413.134309346,393.72342579639906,18.42565886605386,406688.56477281224
3296361.2967352564,127.64107793385432,166.32839314552058,71618.54245623342
3102961.889409909,402.69839133213407,25.712535031808464,415336.62046583503
1237678.2214369148,281.1714879468127,14.891583303812542,288730.7442820352
3091705.0480737695,224.02283618629815,48.35215069850125,220196.82039092926
1290426.7520876857,335.09431308902384,12.962897683520504,345743.0774644796
364079.0063296885,214.8527523341706,5.742889683659026,221363.32556522492
3506809.33497829,335.4253460824623,35.088960816497575,342538.4171454827
525001.776587021,106.59293940973464,18.26031807115888,101953.82288210875
33500.59960121661,182.24248307162418,0.6199732641555382,188847.53300323454
528609.8290173515,427.71367821810884,4.1567580334768115,444084.9794846437
3691989.274288426,371.90416202952906,33.14562464580087,381691.02533858427
2536193.337743379,483.6434272578445,17.489532347874302,502048.88622953027
1757900.3121223794,283.80992646993116,20.975175015829155,290272.00198249245
615498.7629574029,353.03438481473563,5.869045160108165,365675.39232355286
2852136.1923681293,278.78158636673436,34.77866641369562,282157.8878341347
2626989.033882754,296.47341426928983,29.97317768436081,301943.19401960034
2928761.749458757,346.8870983599188,28.32147682640199,355768.56698348763
565126.7254900201,403.94189225779184,4.705985951325645,419101.2378505523
2718121.997063665,399.7989378215159,22.71984867853135,412603.96359261265
793444.2803920862,361.7198040505464,7.380264644140074,374532.0596211385
2789933.023541936,114.10247191695987,602.2512745167105,-38493.50405812014
3894070.9874929124,420.0117531329413,30.81898896370632,433214.48969199613
2773725.601051598,285.9808684094415,32.897941368717795,290211.85558192036
1150954.2290735014,352.1579469825183,10.993359532682621,363965.85220493044
3963611.7747315043,317.5071625807335,42.01835628052584,322265.04387693707
2067561.8933132952,438.97488393908486,15.752145018126939,454796.19005898654
1508193.5022367893,506.3692739369452,9.973526285207049,526661.6946842663
279285.36810908094,164.97481819081912,5.772293619260391,169173.79232729
4017225.3251425005,246.70873989755864,56.48051112654249,243014.39133694893
3397480.5294668423,395.7054043352583,28.635039308982872,407574.0213477907
1841747.3895010888,401.1813302991665,15.383672254814336,414923.4087177278
392573.04942448763,382.0141569391141,3.4591829999695434,396317.5493871471
1821091.0595754792,517.1743882366346,11.77480794308876,538072.0789997398
3621870.669431492,282.388529938732,43.61351609538424,284283.05947406846
2057448.4525339801,508.53072115372305,13.516640803792859,528776.6783205013
2219970.787282613,499.74398883680874,14.83196411035839,519347.46814968635
3691158.27257513,233.17746235077675,55.36361730258506,228503.79772819512
1868407.7931161998,147.037614683306,48.76914650349444,135260.4467155013
2376823.399749445,274.91657613313583,29.38565484791175,279131.8654619087
2887668.480650647,137.7415024284894,95.07258640640349,108640.37160298506
4122881.930049346,420.76775600810083,32.54152475800326,433851.9805322185
3693946.2091638804,386.34043028264347,31.880518661065928,397225.3256465615
2911007.7573909424,155.6196034805251,74.94280048608877,136535.02840263353
1743913.6026391392,256.0679411004663,23.203604467647274,260445.9490949832
700795.8810465015,285.8351733654039,8.27761204240357,294981.74347079813
2473497.794308581,126.62228779003624,95.05081868170397,94549.8710561992
3432950.1222402127,425.3052623723137,26.87071589974777,439238.2359972074
1136057.3039878658,486.2312462365605,7.836808151501773,505429.1445711764
727830.3420625823,323.4959148884011,7.580539865701853,334506.59014509514
4021342.6299157985,429.1243858781223,31.11994956089349,442904.5545012814
1336442.741708245,359.2873242900586,12.50345065660697,371221.60556742986
2268655.2946411343,400.36397628038344,18.963205365795588,413639.4805525639
1832298.7145147591,250.06075109244807,25.023453173408054,253662.22224466177
2828920.214644228,90.26430142207357,753.1834076440364,-93692.3143609735
1998517.3410480674,379.65943207975545,17.648513948907837,391944.2218861112
366141.11522314243,517.7873573006635,2.378912962869615,539180.4549583697
166406.66708848398,83.65390606517985,7.108132021957841,82467.17174206655
699507.6367106943,400.46990861923257,5.873491706134349,415321.0325835242
728376.2828656144,299.0106744796642,8.21772129707993,308777.50550569844
3994612.231441901,144.161532987592,135.66892964622647,103911.87800348758
3993557.906754928,220.6917967165238,64.2844097826728,212696.74742065644
106387.77918271776,274.5331329869148,1.3062547150614854,284659.89355604426
1291524.7687505581,443.2721348604891,9.77147274247283,459891.8899712172
1990871.0786137045,320.8958722146409,20.900495709170855,329452.6799857639
314264.38687029324,510.19729382080226,2.072694715236636,531154.8482178116
1752212.6204442268,478.3288210462222,12.25750063831426,496753.96426645474
869045.6138655894,490.2651578395588,5.951777393341421,509823.6215212333
223370.39101912332,201.11055155879376,3.759772585405017,207565.09023477472
1720301.563634588,497.65665239782817,11.566001445951901,517312.86187196284
991431.0169430776,452.1212941122938,7.3614989929249015,469439.52648787986
3377305.2496146765,434.5843325629747,25.865628196782662,449205.1099026593
3301943.851680351,406.80909851449917,27.059755642149412,419553.0365445861
3543931.036082391,174.9305102881146,77.89052768002139,157875.49438781597
2665608.582080844,165.3478551245267,61.39916823469194,151851.59742160817
2774924.4306205623,492.98249951073853,18.751992093564148,511920.7877265769
3698714.1118148556,320.7191895193273,38.800960412867795,326238.31795252895
1711392.2962290065,110.92744461123772,616.3303323661911,-46162.38619462067
1704924.6352814825,182.18656463822816,33.23683419604746,178899.22884895475
3402852.336489242,140.20281275041276,115.38185400842632,105103.37335726255
3237253.6725774393,204.53706384621705,56.74259066412238,196776.93345982677
2392479.2356250277,147.26828514910721,65.05845936547802,130042.51954340392
2162718.876335181,481.4412163281629,15.005765672787897,499869.56039232167
1579634.327581632,460.06402324240577,11.499626549345793,477471.9802352606
3350574.8559532543,305.2106316555165,37.0712084681403,309957.8135545894
2311292.0144138085,289.0255484609498,27.083431421977494,294584.2166370033
535794.6622017204,205.70508272905704,8.866578111778455,210927.93976643353
803733.8001797881,255.34985284100225,10.66300573541071,262534.2340337352
2873345.22676715,235.98151363789077,42.19315284773264,234618.59644772517
2132028.289694673,168.32816408305723,46.69085435382547,159690.80963793883
3276251.09500663,246.81715402660626,45.83232788860613,245486.35011347017
2600730.972981435,374.4027867381471,23.25886766784375,385647.31563591864
2240504.482204118,268.82345173622946,28.363092560109212,272864.16929531726
2358436.2934327843,298.9036469233334,26.67091844914162,305143.28241369117
3927016.926103065,311.2673727003686,42.53064464379204,315488.11717587465
3819128.363220831,177.39646731024305,82.97836533200463,159263.7771959182
4054131.549829774,199.53208990265648,74.58794355537933,186600.54991992374
2270470.1070614667,143.25009110111296,64.04540370258555,125722.03792862575
3506924.7038117335,439.6429026645107,26.530494176475884,454530.1433384919
3907878.840313923,405.6359694446423,32.05152029476544,417762.7427793996
1715332.8402590724,185.05481915734282,32.830473230576025,182118.6031693271
3843806.616716581,314.17640235948414,41.21717710942993,318830.3014077753
94447.97524143834,157.94413085857497,2.024093659315584,163095.11410571157
1018216.8848432383,260.75560205993963,13.235842097337123,267625.26813267084
3666733.737546759,206.34481448683698,64.03125360452907,196898.6113849234
454920.1177101396,125.0493240446819,12.864233695886167,124364.58414002627
275344.05875823594,248.96174266126434,3.734496393197772,257475.36784483975
911608.4084545725,303.02492596775505,10.148623718845723,312608.35909531364
2051943.1243941828,330.8794901749267,20.867455996911755,339999.1840592502
3897471.446601217,338.5681992748231,38.58810900763443,345354.2785662272
785683.9186691693,505.140566332996,5.223806790509544,525620.7241631483
2913091.8753616395,129.451291689858,116.46729570673739,90730.00144495862
1670652.7010847728,418.00989307447685,13.392958206580959,432892.33180378634
1163990.2833389954,498.56177165289944,7.829364457017403,518494.1501532687
3724944.520353062,273.21249102882786,46.53897802423533,273827.6837001583
739474.8562854256,479.47697587080324,5.1813096232230755,498473.3281223777
3114291.2868409944,512.5757175291758,20.20658769805169,532776.390766433
1707966.584039959,476.5083817278438,11.99602767639664,494842.64308940544
535738.160351327,293.5643492315336,6.156094282038953,303490.4414645924
3362069.107585584,301.7315423712717,37.65952260139253,306133.6626376799
3021245.4136725366,347.37322323922206,29.167886927749134,356157.6378165244
665146.9644771437,472.94411370805074,4.726426298960341,491612.2196638395
3800704.2235604296,283.16184709328036,45.641072879562856,284723.7604980064
3861648.677269046,338.3399055177011,38.26338295531141,345159.7875454253
54881.38644031458,483.1228624022773,0.38265343860045525,502667.9621945352
4125573.079482103,388.846280287813,35.31819165644835,399486.15229853964
1796611.5926038981,260.0911752400667,23.516533811816625,264639.8688506341
68438.58619447514,242.46771287344149,0.9515975576443376,251385.68370219294
1823077.995447792,107.95300849665739,642.1815296981762,-54114.876861485005
1093597.5103379139,499.16067048266933,7.349136511693021,519157.81454976107
3088637.333374879,128.32323361823546,135.97004070917106,82559.89641753379
985163.556979872,177.83865514189455,19.290454328127876,178441.66350314903
805221.7766444574,335.80385339083836,8.074782985884701,347298.2567916235
2621147.3442905517,462.09817769025057,18.91933338050496,479039.56246162584
153583.49462890887,516.7079674620379,1.000825772149603,538107.5755239462
2893072.917662731,256.2263833465967,38.71194167938796,257189.17376681275
2963948.543173481,412.1932911712645,23.994032168770943,425601.4411491651
2769529.6914549745,349.29715314175985,26.59799890365157,358583.43979105755
2672694.8780178125,505.73758212277977,17.610316230160265,525590.9824135922
2724699.8093058676,201.27616052477669,48.25567484263358,195434.74058251074
2547643.4034770434,96.19512738967535,721.325305130671,-81239.37168023644
110653.99697330203,524.7441405397088,0.7101547121205497,546639.2130919077
1326377.6876301174,85.62430852139232,770.7214738961275,-104207.62224665214
40030.73464830479,295.77179157033953,0.45604222988501397,306930.03568069794
2787256.6465442223,347.3024790816256,26.926980024680912,356419.2077702246
1097612.8986567555,154.9615896416255,25.345195976842422,151961.42054599395
1115378.8811233928,334.9901268425731,11.209774783095925,345924.16316360707
979130.1945911336,158.6236359476626,21.84606536158226,157083.65635775524
612016.8814740899,208.62617628680295,9.99418235192432,213680.75463079306
1131179.8132218376,456.5695225338335,8.312556874280421,474047.2667017365
2409363.146336649,234.21672270536772,35.5321696523653,234296.82380017597
1778226.316834545,449.2556874453584,13.249146040767767,465895.26673791785
467552.7265199928,271.483511079428,5.815070825222679,280501.14758698235
3599416.8511161497,168.39958974223987,84.3096971953501,148522.9850255124
3712671.7714585043,488.1007469686516,25.241821986336944,506333.81280111923
